UTC,air_temp,M1,M2,M3,AMB,OBStar,OBPort,FPA,ROIC,boardid,med_counts,sun_alt
60754.20472469908,8.7,6.853,7.023,737.429,4.422,13.84715783678612,14.42600833924623,-37.93199259730176,-34.93092487792973,4,11831.0,-36.23002061966135
60754.1120153125,7.1,8.826,9.291,762.867,6.976,15.93585273109188,16.56667718959395,-25.78279165333987,-25.47802028808587,2,14856.0,-9.72177166431818
60754.1120153125,7.1,8.826,9.291,762.867,6.976,15.93585273109188,16.56667718959395,-23.51225950320799,-19.39299062499998,6,13275.0,-9.72177166431818
60754.1120153125,7.1,8.826,9.291,762.867,6.976,15.93585273109188,16.56667718959395,-32.75622622625201,-26.5957551513672,5,19237.0,-9.72177166431818
60754.1120153125,7.1,8.826,9.291,762.867,6.976,15.93585273109188,16.56667718959395,-25.64625436938383,-21.35655332031246,1,15509.0,-9.72177166431818
60754.1120153125,7.1,8.826,9.291,762.867,6.976,15.93585273109188,16.56667718959395,-32.9054139294883,-20.88559492187494,3,17807.0,-9.72177166431818
60754.1120153125,7.1,8.826,9.291,762.867,6.976,15.93585273109188,16.56667718959395,-38.29187521475785,-34.93092487792973,4,12052.0,-9.72177166431818
60754.2346640625,9.1,6.262,6.432,645.971,4.029,13.45864333230303,14.18280669803765,-27.22232212316408,-25.80345136718745,2,14146.0,-43.7106963578731
60754.2346640625,9.1,6.262,6.432,645.971,4.029,13.45864333230303,14.18280669803765,-23.51225950320799,-19.17457187499997,6,12940.0,-43.7106963578731
60754.2346640625,9.1,6.262,6.432,645.971,4.029,13.45864333230303,14.18280669803765,-32.39634360879592,-26.5957551513672,5,18703.0,-43.7106963578731
60754.2346640625,9.1,6.262,6.432,645.971,4.029,13.45864333230303,14.18280669803765,-25.28637175192773,-21.78966542968743,1,14843.0,-43.7106963578731
60754.2346640625,9.1,6.262,6.432,645.971,4.029,13.45864333230303,14.18280669803765,-32.54553131203227,-21.20719506835934,3,16544.0,-43.7106963578731
60754.2346640625,9.1,6.262,6.432,645.971,4.029,13.45864333230303,14.18280669803765,-37.93199259730176,-34.93092487792973,4,11838.0,-43.7106963578731
60753.94355769676,12.3,7.346,8.699,419.304,11.002,17.91083444867815,18.76571952352048,-1158.693271405,-26.12888244628903,2,16490.0,39.0025403726169
60753.94355769676,12.3,7.346,8.699,419.304,11.002,17.91083444867815,18.76571952352048,-23.87214212066408,-18.95615312499996,6,13656.0,39.0025403726169
60753.94355769676,12.3,7.346,8.699,419.304,11.002,17.91083444867815,18.76571952352048,-33.83587407862012,-26.81450422363281,5,19489.0,39.0025403726169
60753.94355769676,12.3,7.346,8.699,419.304,11.002,17.91083444867815,18.76571952352048,-25.64625436938383,-21.13999726562497,1,15958.0,39.0025403726169
60753.94355769676,12.3,7.346,8.699,419.304,11.002,17.91083444867815,18.76571952352048,-32.54553131203227,-19.81359443359366,3,19692.0,39.0025403726169
60753.94355769676,12.3,7.346,8.699,419.304,11.002,17.91083444867815,18.76571952352048,-37.93199259730176,-34.93092487792973,4,12310.0,39.0025403726169
60754.02062945602,12.5,8.628,9.685,383.77,11.002,18.06094001313186,18.86761375993501,-1158.693271405,-27.43060676269522,2,15740.0,17.5910591921011
60754.02062945602,12.5,8.628,9.685,383.77,11.002,18.06094001313186,18.86761375993501,-23.87214212066408,-19.17457187499997,6,13675.0,17.5910591921011
60754.02062945602,12.5,8.628,9.685,383.77,11.002,18.06094001313186,18.86761375993501,-33.83587407862012,-26.81450422363281,5,19652.0,17.5910591921011
60754.02062945602,12.5,8.628,9.685,383.77,11.002,18.06094001313186,18.86761375993501,-25.64625436938383,-21.0317192382812,1,16043.0,17.5910591921011
60754.02062945602,12.5,8.628,9.685,383.77,11.002,18.06094001313186,18.86761375993501,-32.54553131203227,-20.34959467773427,3,19165.0,17.5910591921011
60754.02062945602,12.5,8.628,9.685,383.77,11.002,18.06094001313186,18.86761375993501,-37.93199259730176,-34.93092487792973,4,12341.0,17.5910591921011
60754.18904855324,8.8,7.149,7.417,767.42,4.717,13.94500680340062,14.67493280408693,-26.86243950570804,-25.91192839355466,2,14312.0,-32.0122098438522
60754.18904855324,8.8,7.149,7.417,767.42,4.717,13.94500680340062,14.67493280408693,-23.51225950320799,-19.50219999999996,6,13030.0,-32.0122098438522
60754.18904855324,8.8,7.149,7.417,767.42,4.717,13.94500680340062,14.67493280408693,-33.11610884370805,-26.5957551513672,5,18762.0,-32.0122098438522
60754.18904855324,8.8,7.149,7.417,767.42,4.717,13.94500680340062,14.67493280408693,-25.64625436938383,-21.68138740234372,1,14978.0,-32.0122098438522
60754.18904855324,8.8,7.149,7.417,767.42,4.717,13.94500680340062,14.67493280408693,-32.54553131203227,-21.31439511718742,3,16721.0,-32.0122098438522
60754.18904855324,8.8,7.149,7.417,767.42,4.717,13.94500680340062,14.67493280408693,-37.93199259730176,-34.93092487792973,4,11851.0,-32.0122098438522
60754.39301612268,8.5,4.487,4.164,287.857,2.851,12.41299425107623,13.03271458160256,-28.3019699755323,-26.67126757812497,2,14029.0,-50.36427787125378
60754.39301612268,8.5,4.487,4.164,287.857,2.851,12.41299425107623,13.03271458160256,-23.51225950320799,-19.17457187499997,6,12807.0,-50.36427787125378
60754.39301612268,8.5,4.487,4.164,287.857,2.851,12.41299425107623,13.03271458160256,-32.75622622625201,-26.4863806152344,5,18451.0,-50.36427787125378
60754.39301612268,8.5,4.487,4.164,287.857,2.851,12.41299425107623,13.03271458160256,-26.00613698683981,-21.78966542968743,1,14515.0,-50.36427787125378
60754.39301612268,8.5,4.487,4.164,287.857,2.851,12.41299425107623,13.03271458160256,-32.9054139294883,-21.63599526367182,3,15974.0,-50.36427787125378
60754.39301612268,8.5,4.487,4.164,287.857,2.851,12.41299425107623,13.03271458160256,-37.57210997984572,-34.93092487792973,4,11725.0,-50.36427787125378
60754.21898670139,8.9,6.459,6.727,687.444,4.226,13.63707265043798,14.3516159527714,-27.22232212316408,-26.02040541992181,2,14236.0,-39.90367893431755
60754.21898670139,8.9,6.459,6.727,687.444,4.226,13.63707265043798,14.3516159527714,-23.87214212066408,-19.17457187499997,6,13003.0,-39.90367893431755
60754.21898670139,8.9,6.459,6.727,687.444,4.226,13.63707265043798,14.3516159527714,-32.03646099133988,-26.26763154296873,5,18730.0,-39.90367893431755
60754.21898670139,8.9,6.459,6.727,687.444,4.226,13.63707265043798,14.3516159527714,-25.64625436938383,-21.78966542968743,1,14876.0,-39.90367893431755
60754.21898670139,8.9,6.459,6.727,687.444,4.226,13.63707265043798,14.3516159527714,-32.9054139294883,-21.42159516601555,3,16516.0,-39.90367893431755
60754.21898670139,8.9,6.459,6.727,687.444,4.226,13.63707265043798,14.3516159527714,-37.93199259730176,-34.93092487792973,4,11810.0,-39.90367893431755
60754.24892818287,8.9,6.064,6.136,607.467,4.029,13.38957321787245,14.0397447487201,-27.58220474062011,-26.02040541992181,2,14168.0,-46.90829452806648
60754.24892818287,8.9,6.064,6.136,607.467,4.029,13.38957321787245,14.0397447487201,-23.87214212066408,-19.72061874999997,6,12854.0,-46.90829452806648
60754.24892818287,8.9,6.064,6.136,607.467,4.029,13.38957321787245,14.0397447487201,-32.03646099133988,-26.37700607910153,5,18589.0,-46.90829452806648
60754.24892818287,8.9,6.064,6.136,607.467,4.029,13.38957321787245,14.0397447487201,-25.64625436938383,-21.78966542968743,1,14720.0,-46.90829452806648
60754.24892818287,8.9,6.064,6.136,607.467,4.029,13.38957321787245,14.0397447487201,-32.54553131203227,-21.42159516601555,3,16426.0,-46.90829452806648
60754.24892818287,8.9,6.064,6.136,607.467,4.029,13.38957321787245,14.0397447487201,-38.29187521475785,-34.93092487792973,4,11778.0,-46.90829452806648
60753.98208373842,13.0,7.938,9.192,461.866,11.1,18.04112878842523,18.84496869661339,-1158.693271405,-27.21365270996091,2,15709.0,28.67790031308702
60753.98208373842,13.0,7.938,9.192,461.866,11.1,18.04112878842523,18.84496869661339,-23.87214212066408,-19.06536249999999,6,13675.0,28.67790031308702
60753.98208373842,13.0,7.938,9.192,461.866,11.1,18.04112878842523,18.84496869661339,-33.83587407862012,-26.81450422363281,5,19743.0,28.67790031308702
60753.98208373842,13.0,7.938,9.192,461.866,11.1,18.04112878842523,18.84496869661339,-25.64625436938383,-21.13999726562497,1,16020.0,28.67790031308702
60753.98208373842,13.0,7.938,9.192,461.866,11.1,18.04112878842523,18.84496869661339,-32.54553131203227,-20.45679472656246,3,19246.0,28.67790031308702
60753.98208373842,13.0,7.938,9.192,461.866,11.1,18.04112878842523,18.84496869661339,-37.93199259730176,-34.93092487792973,4,12335.0,28.67790031308702
60753.97637934027,12.9,7.938,9.192,387.531,11.1,18.05245132008604,18.91289961231186,-27.22232212316408,-25.91192839355466,2,15149.0,30.26550030114413
60753.97637934027,12.9,7.938,9.192,387.531,11.1,18.05245132008604,18.91289961231186,-23.51225950320799,-19.06536249999999,6,13625.0,30.26550030114413
60753.97637934027,12.9,7.938,9.192,387.531,11.1,18.05245132008604,18.91289961231186,-33.47599146116409,-26.70512968749995,5,19620.0,30.26550030114413
60753.97637934027,12.9,7.938,9.192,387.531,11.1,18.05245132008604,18.91289961231186,-25.64625436938383,-21.13999726562497,1,16106.0,30.26550030114413
60753.97637934027,12.9,7.938,9.192,387.531,11.1,18.05245132008604,18.91289961231186,-32.9054139294883,-20.45679472656246,3,19379.0,30.26550030114413
60753.97637934027,12.9,7.938,9.192,387.531,11.1,18.05245132008604,18.91289961231186,-38.29187521475785,-34.81986650390627,4,12289.0,30.26550030114413
60753.86648019676,10.9,5.67,7.122,161.063,9.823,17.0097859417545,17.98733634702268,-1158.693271405,-26.88822163085933,2,15770.0,54.22450466044513
60753.86648019676,10.9,5.67,7.122,161.063,9.823,17.0097859417545,17.98733634702268,-24.23202473812012,-19.28378125,6,13427.0,54.22450466044513
60753.86648019676,10.9,5.67,7.122,161.063,9.823,17.0097859417545,17.98733634702268,-33.47599146116409,-26.70512968749995,5,19220.0,54.22450466044513
60753.86648019676,10.9,5.67,7.122,161.063,9.823,17.0097859417545,17.98733634702268,-26.00613698683981,-21.46483134765617,1,15579.0,54.22450466044513
60753.86648019676,10.9,5.67,7.122,161.063,9.823,17.0097859417545,17.98733634702268,-32.9054139294883,-19.27759418945305,3,20804.0,54.22450466044513
60753.86648019676,10.9,5.67,7.122,161.063,9.823,17.0097859417545,17.98733634702268,-37.93199259730176,-34.93092487792973,4,12199.0,54.22450466044513
60753.999221875,12.4,8.333,9.488,838.885,11.1,18.07226254479267,18.82232790755815,-1158.693271405,-26.99669865722655,2,15828.0,23.81472661085974
60753.999221875,12.4,8.333,9.488,838.885,11.1,18.07226254479267,18.82232790755815,-23.51225950320799,-19.06536249999999,6,13597.0,23.81472661085974
60753.999221875,12.4,8.333,9.488,838.885,11.1,18.07226254479267,18.82232790755815,-33.83587407862012,-26.70512968749995,5,19705.0,23.81472661085974
60753.999221875,12.4,8.333,9.488,838.885,11.1,18.07226254479267,18.82232790755815,-25.64625436938383,-21.13999726562497,1,16148.0,23.81472661085974
60753.999221875,12.4,8.333,9.488,838.885,11.1,18.07226254479267,18.82232790755815,-32.54553131203227,-20.34959467773427,3,19319.0,23.81472661085974
60753.999221875,12.4,8.333,9.488,838.885,11.1,18.07226254479267,18.82232790755815,-37.57210997984572,-34.93092487792973,4,12289.0,23.81472661085974
60754.32597407408,8.7,5.078,4.953,658.046,3.146,12.65633431460879,13.46727655336364,-27.94208735807621,-26.23735947265618,2,14062.0,-56.6404330029015
60754.32597407408,8.7,5.078,4.953,658.046,3.146,12.65633431460879,13.46727655336364,-23.87214212066408,-20.15745625,6,12806.0,-56.6404330029015
60754.32597407408,8.7,5.078,4.953,658.046,3.146,12.65633431460879,13.46727655336364,-32.39634360879592,-26.5957551513672,5,18559.0,-56.6404330029015
60754.32597407408,8.7,5.078,4.953,658.046,3.146,12.65633431460879,13.46727655336364,-26.00613698683981,-21.78966542968743,1,14601.0,-56.6404330029015
60754.32597407408,8.7,5.078,4.953,658.046,3.146,12.65633431460879,13.46727655336364,-32.54553131203227,-21.42159516601555,3,16186.0,-56.6404330029015
60754.32597407408,8.7,5.078,4.953,658.046,3.146,12.65633431460879,13.46727655336364,-37.93199259730176,-34.93092487792973,4,11773.0,-56.6404330029015
60754.26461074074,8.9,5.867,5.939,590.244,3.931,13.28597021919943,13.94788381942988,-27.58220474062011,-25.36954326171872,2,14156.0,-50.05345246949437
60754.26461074074,8.9,5.867,5.939,590.244,3.931,13.28597021919943,13.94788381942988,-23.87214212066408,-19.72061874999997,6,12865.0,-50.05345246949437
60754.26461074074,8.9,5.867,5.939,590.244,3.931,13.28597021919943,13.94788381942988,-32.39634360879592,-26.4863806152344,5,18559.0,-50.05345246949437
60754.26461074074,8.9,5.867,5.939,590.244,3.931,13.28597021919943,13.94788381942988,-25.64625436938383,-21.8979434570312,1,14698.0,-50.05345246949437
60754.26461074074,8.9,5.867,5.939,590.244,3.931,13.28597021919943,13.94788381942988,-32.54553131203227,-21.42159516601555,3,16419.0,-50.05345246949437
60754.26461074074,8.9,5.867,5.939,590.244,3.931,13.28597021919943,13.94788381942988,-37.57210997984572,-34.93092487792973,4,11772.0,-50.05345246949437
60754.59119104167,7.7,3.796,3.178,343.386,2.949,12.41589027124807,12.99237545888358,-30.46126568026858,-25.91192839355466,2,13949.0,3.493176948589226
60754.59119104167,7.7,3.796,3.178,343.386,2.949,12.41589027124807,12.99237545888358,-23.87214212066408,-19.61140937499999,6,12738.0,3.493176948589226
60754.59119104167,7.7,3.796,3.178,343.386,2.949,12.41589027124807,12.99237545888358,-32.39634360879592,-26.4863806152344,5,18506.0,3.493176948589226
60754.59119104167,7.7,3.796,3.178,343.386,2.949,12.41589027124807,12.99237545888358,-25.64625436938383,-21.78966542968743,1,14497.0,3.493176948589226
60754.59119104167,7.7,3.796,3.178,343.386,2.949,12.41589027124807,12.99237545888358,-32.54553131203227,-21.52879521484368,3,15977.0,3.493176948589226
60754.59119104167,7.7,3.796,3.178,343.386,2.949,12.41589027124807,12.99237545888358,-37.93199259730176,-34.93092487792973,4,11696.0,3.493176948589226
60754.1262965625,7.2,8.53,8.995,776.527,6.485,15.43143174829035,16.04116540711833,-24.7031438009717,-24.61020407714841,2,15273.0,-13.97317389888465
60754.1262965625,7.2,8.53,8.995,776.527,6.485,15.43143174829035,16.04116540711833,-23.51225950320799,-19.39299062499998,6,13245.0,-13.97317389888465
60754.1262965625,7.2,8.53,8.995,776.527,6.485,15.43143174829035,16.04116540711833,-32.75622622625201,-26.5957551513672,5,19239.0,-13.97317389888465
60754.1262965625,7.2,8.53,8.995,776.527,6.485,15.43143174829035,16.04116540711833,-25.64625436938383,-21.57310937499994,1,15250.0,-13.97317389888465
60754.1262965625,7.2,8.53,8.995,776.527,6.485,15.43143174829035,16.04116540711833,-32.54553131203227,-20.99279497070307,3,17445.0,-13.97317389888465
60754.1262965625,7.2,8.53,8.995,776.527,6.485,15.43143174829035,16.04116540711833,-37.93199259730176,-34.93092487792973,4,12051.0,-13.97317389888465
60753.96638831018,12.6,7.741,9.093,320.422,11.1,18.00150206474559,18.87327288863222,-26.86243950570804,-25.47802028808587,2,15238.0,33.00433607242176
60753.96638831018,12.6,7.741,9.093,320.422,11.1,18.00150206474559,18.87327288863222,-23.51225950320799,-19.17457187499997,6,13610.0,33.00433607242176
60753.96638831018,12.6,7.741,9.093,320.422,11.1,18.00150206474559,18.87327288863222,-33.83587407862012,-26.70512968749995,5,19698.0,33.00433607242176
60753.96638831018,12.6,7.741,9.093,320.422,11.1,18.00150206474559,18.87327288863222,-25.64625436938383,-21.13999726562497,1,16113.0,33.00433607242176
60753.96638831018,12.6,7.741,9.093,320.422,11.1,18.00150206474559,18.87327288863222,-32.54553131203227,-20.2423946289062,3,19532.0,33.00433607242176
60753.96638831018,12.6,7.741,9.093,320.422,11.1,18.00150206474559,18.87327288863222,-37.93199259730176,-34.93092487792973,4,12274.0,33.00433607242176
60754.16337148148,7.4,7.642,8.108,787.414,5.208,14.50039856534974,15.17779569453711,-27.22232212316408,-25.91192839355466,2,14399.0,-24.80436716621268
60754.16337148148,7.4,7.642,8.108,787.414,5.208,14.50039856534974,15.17779569453711,-23.51225950320799,-18.62852499999997,6,13051.0,-24.80436716621268
60754.16337148148,7.4,7.642,8.108,787.414,5.208,14.50039856534974,15.17779569453711,-32.75622622625201,-26.4863806152344,5,18833.0,-24.80436716621268
60754.16337148148,7.4,7.642,8.108,787.414,5.208,14.50039856534974,15.17779569453711,-25.64625436938383,-21.57310937499994,1,15091.0,-24.80436716621268
60754.16337148148,7.4,7.642,8.108,787.414,5.208,14.50039856534974,15.17779569453711,-32.54553131203227,-21.20719506835934,3,16965.0,-24.80436716621268
60754.16337148148,7.4,7.642,8.108,787.414,5.208,14.50039856534974,15.17779569453711,-37.93199259730176,-34.93092487792973,4,11896.0,-24.80436716621268
60754.58548900463,7.6,3.796,3.178,343.287,2.949,12.41878847874633,13.02120434451268,-30.10138306281254,-26.02040541992181,2,13944.0,1.777228178920447
60754.58548900463,7.6,3.796,3.178,343.287,2.949,12.41878847874633,13.02120434451268,-23.87214212066408,-19.72061874999997,6,12742.0,1.777228178920447
60754.58548900463,7.6,3.796,3.178,343.287,2.949,12.41878847874633,13.02120434451268,-32.03646099133988,-26.37700607910153,5,18452.0,1.777228178920447
60754.58548900463,7.6,3.796,3.178,343.287,2.949,12.41878847874633,13.02120434451268,-25.64625436938383,-21.8979434570312,1,14592.0,1.777228178920447
60754.58548900463,7.6,3.796,3.178,343.287,2.949,12.41878847874633,13.02120434451268,-32.54553131203227,-21.63599526367182,3,15987.0,1.777228178920447
60754.58548900463,7.6,3.796,3.178,343.287,2.949,12.41878847874633,13.02120434451268,-38.29187521475785,-34.93092487792973,4,11694.0,1.777228178920447
60754.39158740741,8.5,4.487,4.164,286.67,2.851,12.38692132022403,12.94602382484926,-28.3019699755323,-26.67126757812497,2,13968.0,-50.6237463869883
60754.39158740741,8.5,4.487,4.164,286.67,2.851,12.38692132022403,12.94602382484926,-23.51225950320799,-19.17457187499997,6,12737.0,-50.6237463869883
60754.39158740741,8.5,4.487,4.164,286.67,2.851,12.38692132022403,12.94602382484926,-32.75622622625201,-26.70512968749995,5,18317.0,-50.6237463869883
60754.39158740741,8.5,4.487,4.164,286.67,2.851,12.38692132022403,12.94602382484926,-25.64625436938383,-22.11449951171875,1,14618.0,-50.6237463869883
60754.39158740741,8.5,4.487,4.164,286.67,2.851,12.38692132022403,12.94602382484926,-32.54553131203227,-21.52879521484368,3,16056.0,-50.6237463869883
60754.39158740741,8.5,4.487,4.164,286.67,2.851,12.38692132022403,12.94602382484926,-37.93199259730176,-34.93092487792973,4,11727.0,-50.6237463869883
60754.33596024306,8.4,4.98,4.756,720.008,3.047,12.68819928580468,13.26006838304476,-27.94208735807621,-26.02040541992181,2,13980.0,-56.59551809135826
60754.33596024306,8.4,4.98,4.756,720.008,3.047,12.68819928580468,13.26006838304476,-23.51225950320799,-19.72061874999997,6,12769.0,-56.59551809135826
60754.33596024306,8.4,4.98,4.756,720.008,3.047,12.68819928580468,13.26006838304476,-32.39634360879592,-26.4863806152344,5,18525.0,-56.59551809135826
60754.33596024306,8.4,4.98,4.756,720.008,3.047,12.68819928580468,13.26006838304476,-26.3660196042959,-21.68138740234372,1,14572.0,-56.59551809135826
60754.33596024306,8.4,4.98,4.756,720.008,3.047,12.68819928580468,13.26006838304476,-32.54553131203227,-21.42159516601555,3,16225.0,-56.59551809135826
60754.33596024306,8.4,4.98,4.756,720.008,3.047,12.68819928580468,13.26006838304476,-37.93199259730176,-34.93092487792973,4,11764.0,-56.59551809135826
60754.29600576389,9.0,5.473,5.446,595.193,3.538,13.07588285987846,13.73492161705248,-27.94208735807621,-25.91192839355466,2,14048.0,-54.77080468841073
60754.29600576389,9.0,5.473,5.446,595.193,3.538,13.07588285987846,13.73492161705248,-23.51225950320799,-19.72061874999997,6,12893.0,-54.77080468841073
60754.29600576389,9.0,5.473,5.446,595.193,3.538,13.07588285987846,13.73492161705248,-32.39634360879592,-26.37700607910153,5,18514.0,-54.77080468841073
60754.29600576389,9.0,5.473,5.446,595.193,3.538,13.07588285987846,13.73492161705248,-25.64625436938383,-21.78966542968743,1,14744.0,-54.77080468841073
60754.29600576389,9.0,5.473,5.446,595.193,3.538,13.07588285987846,13.73492161705248,-32.54553131203227,-21.52879521484368,3,16370.0,-54.77080468841073
60754.29600576389,9.0,5.473,5.446,595.193,3.538,13.07588285987846,13.73492161705248,-37.57210997984572,-34.93092487792973,4,11752.0,-54.77080468841073
60754.25320331018,8.8,5.966,6.136,598.361,3.931,13.31474907138336,13.90759473015608,-27.58220474062011,-26.12888244628903,2,14099.0,-47.80846517314427
60754.25320331018,8.8,5.966,6.136,598.361,3.931,13.31474907138336,13.90759473015608,-23.87214212066408,-19.61140937499999,6,12853.0,-47.80846517314427
60754.25320331018,8.8,5.966,6.136,598.361,3.931,13.31474907138336,13.90759473015608,-33.11610884370805,-26.4863806152344,5,18640.0,-47.80846517314427
60754.25320331018,8.8,5.966,6.136,598.361,3.931,13.31474907138336,13.90759473015608,-25.64625436938383,-21.68138740234372,1,14710.0,-47.80846517314427
60754.25320331018,8.8,5.966,6.136,598.361,3.931,13.31474907138336,13.90759473015608,-32.54553131203227,-21.20719506835934,3,16521.0,-47.80846517314427
60754.25320331018,8.8,5.966,6.136,598.361,3.931,13.31474907138336,13.90759473015608,-37.93199259730176,-35.04198325195313,4,11815.0,-47.80846517314427
60753.99208167824,12.0,8.234,9.389,838.885,11.1,18.1911427158316,18.87893629159582,-25.42290903588383,-25.04411218261714,2,15462.5,25.85552334611935
60753.99208167824,12.0,8.234,9.389,838.885,11.1,18.1911427158316,18.87893629159582,-23.51225950320799,-19.06536249999999,6,13621.0,25.85552334611935
60753.99208167824,12.0,8.234,9.389,838.885,11.1,18.1911427158316,18.87893629159582,-33.83587407862012,-26.92387875976561,5,19638.0,25.85552334611935
60753.99208167824,12.0,8.234,9.389,838.885,11.1,18.1911427158316,18.87893629159582,-25.64625436938383,-21.13999726562497,1,16012.0,25.85552334611935
60753.99208167824,12.0,8.234,9.389,838.885,11.1,18.1911427158316,18.87893629159582,-32.9054139294883,-20.34959467773427,3,19362.0,25.85552334611935
60753.99208167824,12.0,8.234,9.389,838.885,11.1,18.1911427158316,18.87893629159582,-37.57210997984572,-34.93092487792973,4,12288.0,25.85552334611935
60753.8779040625,12.2,5.966,7.319,164.329,10.02,17.29880214644608,18.24208769690567,-1158.693271405,-26.77974460449212,2,15753.0,52.71206996587207
60753.8779040625,12.2,5.966,7.319,164.329,10.02,17.29880214644608,18.24208769690567,-23.87214212066408,-18.95615312499996,6,13423.0,52.71206996587207
60753.8779040625,12.2,5.966,7.319,164.329,10.02,17.29880214644608,18.24208769690567,-33.47599146116409,-26.70512968749995,5,19358.0,52.71206996587207
60753.8779040625,12.2,5.966,7.319,164.329,10.02,17.29880214644608,18.24208769690567,-25.64625436938383,-21.35655332031246,1,15659.0,52.71206996587207
60753.8779040625,12.2,5.966,7.319,164.329,10.02,17.29880214644608,18.24208769690567,-32.54553131203227,-19.38479423828119,3,20383.0,52.71206996587207
60753.8779040625,12.2,5.966,7.319,164.329,10.02,17.29880214644608,18.24208769690567,-37.93199259730176,-34.93092487792973,4,12215.0,52.71206996587207
60753.89645079861,12.1,6.36,7.713,184.224,10.413,17.485810114853,18.38927205996344,-1158.693271405,-27.1051756835937,2,15800.0,49.5859917975903
60753.89645079861,12.1,6.36,7.713,184.224,10.413,17.485810114853,18.38927205996344,-23.51225950320799,-19.06536249999999,6,13525.0,49.5859917975903
60753.89645079861,12.1,6.36,7.713,184.224,10.413,17.485810114853,18.38927205996344,-33.47599146116409,-26.70512968749995,5,19478.0,49.5859917975903
60753.89645079861,12.1,6.36,7.713,184.224,10.413,17.485810114853,18.38927205996344,-25.64625436938383,-21.24827529296869,1,15802.0,49.5859917975903
60753.89645079861,12.1,6.36,7.713,184.224,10.413,17.485810114853,18.38927205996344,-32.54553131203227,-19.59919433593745,3,19909.0,49.5859917975903
60753.89645079861,12.1,6.36,7.713,184.224,10.413,17.485810114853,18.38927205996344,-37.93199259730176,-34.93092487792973,4,12250.0,49.5859917975903
60754.3131384375,8.9,5.276,5.15,620.335,3.342,12.96630252803137,13.6111708142833,-27.58220474062011,-25.91192839355466,2,14077.0,-56.19770277402957
60754.3131384375,8.9,5.276,5.15,620.335,3.342,12.96630252803137,13.6111708142833,-23.87214212066408,-19.72061874999997,6,12836.0,-56.19770277402957
60754.3131384375,8.9,5.276,5.15,620.335,3.342,12.96630252803137,13.6111708142833,-32.39634360879592,-26.26763154296873,5,18449.0,-56.19770277402957
60754.3131384375,8.9,5.276,5.15,620.335,3.342,12.96630252803137,13.6111708142833,-25.64625436938383,-21.78966542968743,1,14629.0,-56.19770277402957
60754.3131384375,8.9,5.276,5.15,620.335,3.342,12.96630252803137,13.6111708142833,-32.9054139294883,-21.52879521484368,3,16220.0,-56.19770277402957
60754.3131384375,8.9,5.276,5.15,620.335,3.342,12.96630252803137,13.6111708142833,-37.57210997984572,-34.93092487792973,4,11774.0,-56.19770277402957
60754.18477099537,8.6,7.248,7.516,769.994,4.717,14.02257843819508,14.75504585382255,-26.502556888252,-25.58649731445308,2,14257.0,-30.83444405340053
60754.18477099537,8.6,7.248,7.516,769.994,4.717,14.02257843819508,14.75504585382255,-23.87214212066408,-19.50219999999996,6,13044.0,-30.83444405340053
60754.18477099537,8.6,7.248,7.516,769.994,4.717,14.02257843819508,14.75504585382255,-32.75622622625201,-26.37700607910153,5,18883.0,-30.83444405340053
60754.18477099537,8.6,7.248,7.516,769.994,4.717,14.02257843819508,14.75504585382255,-25.28637175192773,-21.46483134765617,1,14999.0,-30.83444405340053
60754.18477099537,8.6,7.248,7.516,769.994,4.717,14.02257843819508,14.75504585382255,-32.54553131203227,-21.42159516601555,3,16767.0,-30.83444405340053
60754.18477099537,8.6,7.248,7.516,769.994,4.717,14.02257843819508,14.75504585382255,-37.93199259730176,-34.93092487792973,4,11904.0,-30.83444405340053
60753.87361930555,11.7,5.867,7.22,161.261,10.02,17.18263085386518,17.93916911900856,-27.58220474062011,-25.80345136718745,2,14915.0,53.31995388191235
60753.87361930555,11.7,5.867,7.22,161.261,10.02,17.18263085386518,17.93916911900856,-23.51225950320799,-19.06536249999999,6,13500.0,53.31995388191235
60753.87361930555,11.7,5.867,7.22,161.261,10.02,17.18263085386518,17.93916911900856,-33.83587407862012,-26.70512968749995,5,19243.0,53.31995388191235
60753.87361930555,11.7,5.867,7.22,161.261,10.02,17.18263085386518,17.93916911900856,-25.28637175192773,-21.35655332031246,1,15614.0,53.31995388191235
60753.87361930555,11.7,5.867,7.22,161.261,10.02,17.18263085386518,17.93916911900856,-32.54553131203227,-19.59919433593745,3,20278.0,53.31995388191235
60753.87361930555,11.7,5.867,7.22,161.261,10.02,17.18263085386518,17.93916911900856,-37.93199259730176,-34.93092487792973,4,12201.0,53.31995388191235
60754.22041509259,9.0,6.459,6.727,683.583,4.226,13.62268322434601,14.25433659251076,-27.22232212316408,-25.80345136718745,2,14147.0,-40.26080198446742
60754.22041509259,9.0,6.459,6.727,683.583,4.226,13.62268322434601,14.25433659251076,-23.15237688575195,-19.39299062499998,6,12938.0,-40.26080198446742
60754.22041509259,9.0,6.459,6.727,683.583,4.226,13.62268322434601,14.25433659251076,-32.39634360879592,-26.37700607910153,5,18710.0,-40.26080198446742
60754.22041509259,9.0,6.459,6.727,683.583,4.226,13.62268322434601,14.25433659251076,-25.64625436938383,-21.68138740234372,1,14772.0,-40.26080198446742
60754.22041509259,9.0,6.459,6.727,683.583,4.226,13.62268322434601,14.25433659251076,-32.54553131203227,-21.31439511718742,3,16580.0,-40.26080198446742
